<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Zar,20240720, 168220.00, 168220.00, 166506.00, 166784.00,37741460384.00, 226289,708,D,168620.00,166910.00
Zar,20240717, 168700.00, 169750.00, 167601.00, 168620.00,28428791449.00, 168597,462,D,166876.00,168200.00
Zar,20240714, 165710.00, 167498.00, 165710.00, 166876.00,28391112304.00, 170133,409,D,165442.00,167202.00
Zar,20240713, 166687.00, 167980.00, 164151.00, 165442.00,40288369200.00, 243520,623,D,166420.00,165141.00
Zar,20240710, 168500.00, 168500.00, 164006.00, 166420.00,44848636605.00, 269491,533,D,166626.00,166687.00
Zar,20240709, 168480.00, 168480.00, 166115.00, 166626.00,28446174011.00, 170719,760,D,168336.00,166134.00
Zar,20240708, 168006.00, 169995.00, 167001.00, 168336.00,43096393352.00, 256014,727,D,169898.00,168399.00
Zar,20240707, 170450.00, 171000.00, 169400.00, 169898.00,46661585657.00, 274645,652,D,167061.00,169509.00
Zar,20240706, 169000.00, 169000.00, 162500.00, 167061.00,89436698140.00, 535355,1464,D,173963.00,168072.00
Zar,20240703, 176460.00, 176460.00, 173010.00, 173963.00,66396272391.00, 381669,1051,D,177531.00,173810.00
Zar,20240702, 178700.00, 178700.00, 177200.00, 177531.00,42194972822.00, 237677,494,D,177072.00,177300.00
Zar,20240701, 178006.00, 178006.00, 175000.00, 177072.00,40951651494.00, 231271,618,D,178006.00,177940.00
Zar,20240630, 176600.00, 178428.00, 176600.00, 178006.00,63954520184.00, 359283,874,D,173524.00,178399.00
Zar,20240629, 172445.00, 174199.00, 172320.00, 173524.00,61299769156.00, 353264,740,D,171409.00,174110.00
Zar,20240626, 172000.00, 172439.00, 169200.00, 171409.00,53575822299.00, 312562,776,D,172710.00,172289.00
Zar,20240624, 173800.00, 173800.00, 171904.00, 172710.00,78204946044.00, 452810,967,D,169066.00,171959.00
Zar,20240623, 167380.00, 169780.00, 167380.00, 169066.00,90616180943.00, 535980,805,D,165516.00,169398.00
Zar,20240622, 164200.00, 166200.00, 164200.00, 165516.00,36055933756.00, 217840,542,D,164405.00,166183.00
Zar,20240619, 164035.00, 164850.00, 163900.00, 164405.00,70548450433.00, 429115,465,D,164121.00,164406.00
Zar,20240618, 163523.00, 164400.00, 163523.00, 164121.00,31840271810.00, 194005,349,D,164532.00,164035.00
Zar,20240616, 164602.00, 165488.00, 163683.00, 164532.00,109372228200.00, 664746,688,D,165379.00,164752.00
Zar,20240615, 165851.00, 165860.00, 165200.00, 165379.00,22391211277.00, 135393,516,D,165490.00,165201.00
Zar,20240612, 165255.00, 169000.00, 164748.00, 165490.00,28711697740.00, 173495,429,D,165776.00,165800.00
Zar,20240611, 166500.00, 166979.00, 165300.00, 165776.00,33150252357.00, 199970,544,D,166167.00,165313.00
Zar,20240610, 167000.00, 167000.00, 165480.00, 166167.00,53547557155.00, 322251,714,D,167893.00,166450.00
Zar,20240609, 168500.00, 168598.00, 167400.00, 167893.00,34670150617.00, 206502,507,D,167929.00,167446.00
Zar,20240608, 168797.00, 168999.00, 167700.00, 167929.00,36003337832.00, 214396,731,D,170506.00,167964.00
Zar,20240605, 171000.00, 171950.00, 169700.00, 170506.00,33458757752.00, 196232,565,D,171004.00,170201.00
Zar,20240602, 170000.00, 173000.00, 170000.00, 171004.00,57814474548.00, 338088,559,D,169265.00,170791.00
Zar,20240601, 170460.00, 170461.00, 167900.00, 169265.00,19170459274.00, 113257,547,D,171361.00,168895.00
Zar,20240529, 174000.00, 174400.00, 170010.00, 171361.00,37142630372.00, 216751,713,D,172368.00,170460.00
Zar,20240528, 171946.00, 173990.00, 170000.00, 172368.00,52382273771.00, 303898,798,D,165883.00,172900.00
Zar,20240527, 164750.00, 167197.00, 164491.00, 165883.00,23696950173.00, 142853,509,D,163158.00,167195.00
Zar,20240526, 164100.00, 164500.00, 162211.00, 163158.00,36696432544.00, 224913,744,D,164937.00,164299.00
Zar,20240525, 168000.00, 168000.00, 164110.00, 164937.00,51024073994.00, 309355,1054,D,168674.00,164123.00
Zar,20240521, 168099.00, 169600.00, 167501.00, 168674.00,30705702098.00, 182042,525,D,169300.00,169091.00
Zar,20240520, 0.00, 0.00, 0.00, 169300.00,0.00, 0,0,D,169300.00,169220.00
Zar,20240519, 168200.00, 169990.00, 167010.00, 169300.00,35696656589.00, 210849,596,D,168955.00,169220.00
Zar,20240518, 170542.00, 170542.00, 168000.00, 168955.00,39165867433.00, 231813,932,D,171596.00,168201.00
Zar,20240515, 172990.00, 172990.00, 171021.00, 171596.00,55652897545.00, 324325,918,D,170737.00,171036.00
Zar,20240514, 167799.00, 172000.00, 167513.00, 170737.00,54964942124.00, 321928,1053,D,168894.00,171106.00
Zar,20240513, 171900.00, 171900.00, 168080.00, 168894.00,47113186698.00, 278951,920,D,170550.00,169400.00
Zar,20240512, 171300.00, 171300.00, 170001.00, 170550.00,31530501621.00, 184875,705,D,172224.00,170800.00
Zar,20240511, 174800.00, 174800.00, 171300.00, 172224.00,36324163958.00, 210912,681,D,172090.00,171304.00
Zar,20240508, 172000.00, 172900.00, 171500.00, 172090.00,25132230193.00, 146041,492,D,172928.00,172429.00
Zar,20240507, 174200.00, 174200.00, 172500.00, 172928.00,39688394223.00, 229508,764,D,173897.00,172965.00
Zar,20240506, 174200.00, 174999.00, 173263.00, 173897.00,69642121930.00, 400478,903,D,171513.00,173651.00
Zar,20240505, 171221.00, 172499.00, 171221.00, 171513.00,51322043766.00, 299231,996,D,172139.00,171275.00
Zar,20240501, 172950.00, 173650.00, 170330.00, 172139.00,78980856881.00, 458819,1126,D,175556.00,173000.00
Zar,20240430, 176444.00, 176888.00, 173000.00, 175556.00,127725078374.00, 727547,1898,D,171470.00,174285.00
Zar,20240429, 169999.00, 173999.00, 168802.00, 171470.00,140022625543.00, 816601,1444,D,166357.00,173990.00
Zar,20240428, 166000.00, 169980.00, 163193.00, 166357.00,182582609206.00, 1097537,1946,D,167355.00,169489.00
Zar,20240427, 169052.00, 169052.00, 166900.00, 167355.00,105296336498.00, 629178,1707,D,170726.00,167224.00
Zar,20240424, 172950.00, 172950.00, 169010.00, 170726.00,119909930020.00, 702352,1833,D,173900.00,171850.00
Zar,20240423, 176010.00, 176010.00, 172700.00, 173900.00,99663364709.00, 573108,2240,D,178677.00,173455.00
Zar,20240422, 179800.00, 180000.00, 178105.00, 178677.00,50036821404.00, 280041,1121,D,180639.00,178520.00
Zar,20240421, 180170.00, 182000.00, 179325.00, 180639.00,82691809878.00, 457775,1393,D,179191.00,180599.00
Zar,20240420, 183100.00, 183100.00, 175610.00, 179191.00,129361379164.00, 721920,2070,D,187147.00,180170.00
Zar,20240417, 187580.00, 188000.00, 184500.00, 187147.00,96042304332.00, 513192,1477,D,185896.00,187828.00
Zar,20240416, 183150.00, 186990.00, 183150.00, 185896.00,92723225680.00, 498792,1073,D,180811.00,186257.00
Zar,20240415, 183700.00, 184490.00, 178005.00, 180811.00,209529658042.00, 1158832,2397,D,189580.00,183304.00
Zar,20240414, 195246.00, 195246.00, 187590.00, 189580.00,337930677776.00, 1782521,2337,D,191418.00,187590.00
Zar,20240413, 198000.00, 198000.00, 189100.00, 191418.00,369046259129.00, 1927959,2845,D,180762.00,192300.00
Zar,20240409, 177000.00, 182000.00, 177000.00, 180762.00,212394282135.00, 1174995,2162,D,171906.00,181602.00
Zar,20240408, 174500.00, 174500.00, 170344.00, 171906.00,192394969071.00, 1119188,3146,D,177631.00,172980.00
Zar,20240407, 186000.00, 186000.00, 175300.00, 177631.00,226435524794.00, 1274752,3749,D,187473.00,175799.00
Zar,20240406, 196800.00, 196800.00, 182095.00, 187473.00,268163127956.00, 1430410,3205,D,179376.00,184489.00
Zar,20240403, 179790.00, 181440.00, 175101.00, 179376.00,216056669587.00, 1204490,2402,D,175986.00,181241.00
Zar,20240402, 176718.00, 178317.00, 175010.00, 175986.00,249773384053.00, 1419278,2509,D,166715.00,176648.00
Zar,20240330, 165200.00, 168879.00, 165200.00, 166715.00,139278577460.00, 835427,1871,D,162661.00,167260.00
Zar,20240327, 162777.00, 163099.00, 161748.00, 162661.00,82176983472.00, 505204,1144,D,159056.00,162899.00
Zar,20240326, 160000.00, 160940.00, 156000.00, 159056.00,80659780279.00, 507115,1194,D,161319.00,160800.00
Zar,20240325, 163600.00, 163600.00, 160500.00, 161319.00,102066141140.00, 632696,1521,D,162666.00,161848.00
Zar,20240324, 161999.00, 164020.00, 160700.00, 162666.00,148392591321.00, 912252,1738,D,157232.00,163650.00
Zar,20240318, 154504.00, 159494.00, 154504.00, 157232.00,177940641333.00, 1131711,1731,D,154008.00,159304.00
Zar,20240317, 155900.00, 155900.00, 153025.00, 154008.00,157472897820.00, 1022496,1524,D,151218.00,154109.00
Zar,20240316, 150001.00, 151994.00, 150001.00, 151218.00,51780401705.00, 342422,1003,D,150108.00,151970.00
Zar,20240313, 150015.00, 150989.00, 149320.00, 150108.00,62841261202.00, 418641,1165,D,151175.00,150599.00
Zar,20240312, 151895.00, 151985.00, 150500.00, 151175.00,67778102169.00, 448341,1003,D,151298.00,151410.00
Zar,20240311, 149531.00, 152400.00, 149201.00, 151298.00,80032136873.00, 528969,1294,D,150315.00,151870.00
Zar,20240310, 154200.00, 154200.00, 149010.00, 150315.00,141595280391.00, 941988,2129,D,154705.00,149950.00
Zar,20240309, 154100.00, 156000.00, 153990.00, 154705.00,138344150132.00, 894243,1732,D,151731.00,154600.00
Zar,20240306, 151940.00, 153229.00, 150000.00, 151731.00,159658318678.00, 1052249,2084,D,150143.00,151837.00
Zar,20240305, 148019.00, 150808.00, 148000.00, 150143.00,203324511237.00, 1354203,2497,D,146032.00,150798.00
Zar,20240304, 146000.00, 146500.00, 145500.00, 146032.00,242170484484.00, 1658333,2136,D,143338.00,146385.00
Zar,20240303, 143949.00, 144180.00, 142902.00, 143338.00,94895711576.00, 662041,1604,D,144716.00,144135.00
Zar,20240302, 144100.00, 146688.00, 143088.00, 144716.00,343676486402.00, 2374833,2771,D,141942.00,143394.00
Zar,20240228, 141850.00, 142650.00, 141632.00, 141942.00,94044008338.00, 662551,1258,D,142245.00,142286.00
Zar,20240227, 142421.00, 143000.00, 141740.00, 142245.00,88217329619.00, 620177,1243,D,142008.00,141750.00
Zar,20240226, 142998.00, 142998.00, 141720.00, 142008.00,93327041199.00, 657194,1521,D,142111.00,141900.00
Zar,20240224, 142200.00, 142980.00, 141500.00, 142111.00,118619829412.00, 834699,1540,D,140483.00,141820.00
Zar,20240221, 140999.00, 141846.00, 140220.00, 140483.00,184265903245.00, 1311660,1569,D,140069.00,140540.00
Zar,20240220, 141705.00, 141705.00, 139941.00, 140069.00,377225924584.00, 2693139,2632,D,143101.00,140000.00
Zar,20240219, 146800.00, 146800.00, 141995.00, 143101.00,345652573903.00, 2415453,2850,D,144747.00,142000.00
Zar,20240218, 143260.00, 145700.00, 143200.00, 144747.00,81167398906.00, 560754,778,D,142156.00,145699.00
Zar,20240217, 141301.00, 142810.00, 141301.00, 142156.00,39669118391.00, 279054,540,D,140730.00,142500.00
Zar,20240214, 140699.00, 141000.00, 140200.00, 140730.00,18933236712.00, 134536,441,D,141147.00,140750.00
Zar,20240213, 142469.00, 142469.00, 140720.00, 141147.00,19637723047.00, 139130,417,D,141755.00,141169.00
Zar,20240212, 140740.00, 142516.00, 140350.00, 141755.00,45572493884.00, 321487,659,D,139937.00,141356.00
Zar,20240210, 140000.00, 140949.00, 138006.00, 139937.00,34682436615.00, 247843,621,D,140701.00,140350.00
Zar,20240207, 139550.00, 141400.00, 138101.00, 140701.00,44899415781.00, 319112,734,D,138034.00,141038.00
Zar,20240206, 138159.00, 139465.00, 137000.00, 138034.00,55034054253.00, 398699,864,D,135531.00,139300.00
Zar,20240205, 135620.00, 137447.00, 134991.00, 135531.00,73486739915.00, 542212,1325,D,136726.00,136900.00
Zar,20240204, 136802.00, 138189.00, 135500.00, 136726.00,72021963105.00, 526760,1445,D,138262.00,136779.00
Zar,20240203, 141999.00, 142000.00, 137427.00, 138262.00,114052985699.00, 824907,2148,D,144208.00,137500.00
Zar,20240131, 147900.00, 147900.00, 142903.00, 144208.00,103827809717.00, 719985,1590,D,149447.00,143000.00
Zar,20240130, 154890.00, 154900.00, 145510.00, 149447.00,143056794910.00, 957239,1761,D,149582.00,147000.00
Zar,20240129, 149999.00, 151609.00, 148630.00, 149582.00,118964837499.00, 795314,1281,D,145536.00,149850.00
Zar,20240128, 145000.00, 146000.00, 144301.00, 145536.00,62468468137.00, 429231,1079,D,147950.00,144335.00
Zar,20240127, 148100.00, 148538.00, 145601.00, 147950.00,114807192475.00, 775984,1295,D,146622.00,148260.00
Zar,20240124, 148120.00, 150700.00, 144200.00, 146622.00,109444529205.00, 746442,1521,D,146289.00,145200.00
Zar,20240123, 143100.00, 147455.00, 143100.00, 146289.00,156083427785.00, 1066949,1530,D,141486.00,146100.00
Zar,20240122, 140000.00, 142500.00, 139010.00, 141486.00,64775651738.00, 457825,1120,D,140678.00,142050.00
Zar,20240121, 138999.00, 141980.00, 138400.00, 140678.00,107624572561.00, 765044,1268,D,137341.00,140180.00
Zar,20240120, 138990.00, 138990.00, 135000.00, 137341.00,50698741648.00, 369146,713,D,137416.00,138400.00
Zar,20240117, 136989.00, 138201.00, 135600.00, 137416.00,71998875626.00, 523949,595,D,137046.00,137770.00
Zar,20240116, 136300.00, 138499.00, 136250.00, 137046.00,53889593517.00, 393224,759,D,134406.00,136870.00
Zar,20240115, 134004.00, 134900.00, 134000.00, 134406.00,69321807209.00, 515766,1030,D,139831.00,134426.00
Zar,20240114, 143000.00, 146800.00, 135200.00, 139831.00,207651232394.00, 1485012,2368,D,140177.00,136315.00
Zar,20240113, 138200.00, 141987.00, 138200.00, 140177.00,118238129113.00, 843489,1681,D,135243.00,141855.00
Zar,20240110, 132486.00, 136666.00, 132486.00, 135243.00,146306610271.00, 1081806,1316,D,131184.00,136599.00
Zar,20240109, 130000.00, 132379.00, 130000.00, 131184.00,46564505677.00, 354955,751,D,130382.00,131950.00
Zar,20240108, 130997.00, 130997.00, 129982.00, 130382.00,29263095196.00, 224441,588,D,129945.00,130085.00
Zar,20240107, 129500.00, 130390.00, 129000.00, 129945.00,27866661171.00, 214449,544,D,128738.00,130230.00
Zar,20240106, 129757.00, 129757.00, 128500.00, 128738.00,36102996592.00, 280438,593,D,128941.00,128992.00
Zar,20240103, 128900.00, 129300.00, 128501.00, 128941.00,27103322357.00, 210199,505,D,128268.00,128857.00
Zar,20240102, 127438.00, 128962.00, 127438.00, 128268.00,21255864634.00, 165715,489,D,127017.00,128500.00
Zar,20240101, 126716.00, 127443.00, 126442.00, 127017.00,22874849993.00, 180093,410,D,126779.00,127145.00
Zar,20231231, 127150.00, 127400.00, 126700.00, 126779.00,19086530274.00, 150550,389,D,126500.00,126716.00
Zar,20231230, 126550.00, 126669.00, 126000.00, 126500.00,34077150764.00, 269384,508,D,125391.00,126611.00
Zar,20231227, 126111.00, 126111.00, 125101.00, 125391.00,43221247106.00, 344692,452,D,125278.00,125330.00
Zar,20231226, 125500.00, 125770.00, 125045.00, 125278.00,12523192681.00, 99963,287,D,124730.00,125294.00
Zar,20231225, 124830.00, 125000.00, 124500.00, 124730.00,12979615098.00, 104062,278,D,124885.00,124750.00
Zar,20231224, 125127.00, 125127.00, 124300.00, 124885.00,13350366968.00, 106901,325,D,124971.00,124953.00
Zar,20231223, 124610.00, 125579.00, 124610.00, 124971.00,18005657813.00, 144079,349,D,123944.00,125125.00
Zar,20231220, 124390.00, 124390.00, 123750.00, 123944.00,26365324973.00, 212719,504,D,124041.00,124100.00
Zar,20231219, 124030.00, 124431.00, 123780.00, 124041.00,50875126676.00, 410148,611,D,124357.00,123780.00
Zar,20231218, 124700.00, 124710.00, 124100.00, 124357.00,34743475912.00, 279386,730,D,124775.00,124100.00
Zar,20231216, 124610.00, 125700.00, 124610.00, 124775.00,18824503759.00, 150868,348,D,124325.00,124719.00
Zar,20231213, 124369.00, 124687.00, 123902.00, 124325.00,11354826491.00, 91332,237,D,124111.00,124429.00
Zar,20231212, 124760.00, 125000.00, 123620.00, 124111.00,40381788018.00, 325369,616,D,124707.00,124317.00
Zar,20231211, 125230.00, 125230.00, 124260.00, 124707.00,11259054429.00, 90284,268,D,125087.00,124710.00
Zar,20231210, 124500.00, 125600.00, 124500.00, 125087.00,12196584741.00, 97505,227,D,124723.00,125240.00
Zar,20231209, 126444.00, 126444.00, 124521.00, 124723.00,19172398320.00, 153720,444,D,125495.00,125200.00
Zar,20231206, 125500.00, 125799.00, 125105.00, 125495.00,14585482482.00, 116224,219,D,125741.00,125451.00
Zar,20231205, 126777.00, 126777.00, 125006.00, 125741.00,14266488401.00, 113459,310,D,126724.00,125780.00
Zar,20231204, 126400.00, 126925.00, 126256.00, 126724.00,26028687066.00, 205396,410,D,126256.00,126799.00
Zar,20231203, 126500.00, 126500.00, 126000.00, 126256.00,38923323710.00, 308288,421,D,125774.00,126400.00
Zar,20231202, 125001.00, 126000.00, 125000.00, 125774.00,37764640226.00, 300259,497,D,124203.00,125966.00
Zar,20231129, 124010.00, 124500.00, 124000.00, 124203.00,17273326915.00, 139073,323,D,123860.00,124190.00
Zar,20231128, 124770.00, 124770.00, 123580.00, 123860.00,10968016236.00, 88552,288,D,123918.00,123707.00
Zar,20231127, 124000.00, 124100.00, 123603.00, 123918.00,18572783442.00, 149880,359,D,123796.00,123965.00
Zar,20231126, 124000.00, 124000.00, 123500.00, 123796.00,9693848390.00, 78305,263,D,123921.00,123805.00
Zar,20231125, 123600.00, 124470.00, 123570.00, 123921.00,17381817201.00, 140265,394,D,123457.00,124265.00
Zar,20231122, 123419.00, 123499.00, 123001.00, 123457.00,46252479085.00, 374643,243,D,122914.00,123497.00
Zar,20231121, 123339.00, 123339.00, 122404.00, 122914.00,136433103159.00, 1109985,594,D,122503.00,122722.00
Zar,20231120, 122340.00, 122900.00, 122340.00, 122503.00,28419665339.00, 231992,453,D,123549.00,122500.00
Zar,20231119, 124000.00, 124361.00, 123300.00, 123549.00,257075148526.00, 2080748,565,D,123816.00,123599.00
Zar,20231118, 124124.00, 124124.00, 123500.00, 123816.00,15200559937.00, 122767,372,D,124179.00,123762.00
Zar,20231115, 124890.00, 124890.00, 124010.00, 124179.00,8999248114.00, 72470,284,D,123850.00,124120.00
Zar,20231114, 124898.00, 124898.00, 123720.00, 123850.00,13603540141.00, 109839,272,D,124464.00,123989.00
Zar,20231113, 124990.00, 124990.00, 124140.00, 124464.00,9516792013.00, 76462,197,D,124231.00,124487.00
Zar,20231112, 124700.00, 124700.00, 124000.00, 124231.00,15363344371.00, 123668,242,D,124293.00,124250.00
Zar,20231111, 124776.00, 124776.00, 123550.00, 124293.00,15962991883.00, 128430,280,D,124426.00,124458.00
Zar,20231108, 123520.00, 124770.00, 123520.00, 124426.00,23073639918.00, 185441,327,D,123630.00,124501.00
Zar,20231107, 124220.00, 124220.00, 123420.00, 123630.00,19367056362.00, 156654,593,D,124758.00,123611.00
Zar,20231106, 125395.00, 125395.00, 124700.00, 124758.00,17195883372.00, 137834,371,D,125390.00,124726.00
Zar,20231105, 125340.00, 125700.00, 125077.00, 125390.00,12252002190.00, 97711,290,D,125039.00,125424.00
Zar,20231104, 124800.00, 125700.00, 124800.00, 125039.00,42540628449.00, 340218,723,D,127184.00,125340.00
Zar,20231101, 126500.00, 127998.00, 126500.00, 127184.00,23340845512.00, 183520,390,D,126898.00,127975.00
Zar,20231031, 126100.00, 127040.00, 126100.00, 126898.00,31548819034.00, 248616,335,D,125753.00,126864.00
Zar,20231030, 126998.00, 126998.00, 125110.00, 125753.00,42551977427.00, 338378,682,D,127062.00,125999.00
Zar,20231029, 130100.00, 130100.00, 126500.00, 127062.00,48378411813.00, 380746,775,D,130384.00,126989.00
Zar,20231028, 128200.00, 132990.00, 128200.00, 130384.00,113296881990.00, 868945,1439,D,125224.00,130180.00
Zar,20231025, 125890.00, 125890.00, 124025.00, 125224.00,32984856535.00, 263407,452,D,124150.00,125066.00
Zar,20231024, 124000.00, 124400.00, 123710.00, 124150.00,39487319813.00, 318061,465,D,123791.00,123998.00
Zar,20231023, 124000.00, 124010.00, 123501.00, 123791.00,25529038245.00, 206227,453,D,123522.00,123710.00
Zar,20231022, 121500.00, 124200.00, 121500.00, 123522.00,28298645721.00, 229098,501,D,122935.00,123802.00
Zar,20231021, 123000.00, 123800.00, 122500.00, 122935.00,31275953488.00, 254410,565,D,124142.00,122800.00
Zar,20231018, 124000.00, 124900.00, 123890.00, 124142.00,71610201609.00, 576839,836,D,121773.00,123892.00
Zar,20231017, 120672.00, 122700.00, 120672.00, 121773.00,24736292815.00, 203135,542,D,120498.00,122610.00
Zar,20231016, 121200.00, 121200.00, 120010.00, 120498.00,31103581569.00, 258125,602,D,122453.00,120900.00
Zar,20231015, 122900.00, 123275.00, 121500.00, 122453.00,39023832033.00, 318683,462,D,123321.00,123146.00
Zar,20231014, 123020.00, 124830.00, 122521.00, 123321.00,37995444301.00, 308101,649,D,121633.00,123013.00
Zar,20231011, 120900.00, 122600.00, 120000.00, 121633.00,52149046732.00, 428741,698,D,121509.00,121739.00
Zar,20231010, 125990.00, 125990.00, 120100.00, 121509.00,111950010215.00, 921328,1468,D,128394.00,120901.00
Zar,20231009, 130000.00, 130250.00, 126650.00, 128394.00,196018658318.00, 1526694,1871,D,126194.00,128321.00
Zar,20231008, 128800.00, 128800.00, 124112.00, 126194.00,154993664893.00, 1228215,1430,D,118118.00,126651.00
Zar,20231007, 116700.00, 120200.00, 116700.00, 118118.00,35280359484.00, 298688,506,D,115321.00,119505.00
Zar,20231004, 115720.00, 115790.00, 115190.00, 115321.00,17082787745.00, 148132,290,D,115984.00,115690.00
Zar,20231002, 115800.00, 116200.00, 115736.00, 115984.00,9820620215.00, 84672,211,D,115592.00,116078.00
Zar,20231001, 115450.00, 116153.00, 115150.00, 115592.00,26450760025.00, 228829,432,D,115294.00,115500.00
Zar,20230930, 115500.00, 116006.00, 115100.00, 115294.00,18913368509.00, 164044,424,D,116323.00,115601.00
Zar,20230927, 116316.00, 116670.00, 115551.00, 116323.00,24139339270.00, 207520,456,D,116733.00,116000.00
Zar,20230926, 117550.00, 118990.00, 116200.00, 116733.00,29216515915.00, 250284,587,D,117383.00,116960.00
Zar,20230925, 117438.00, 118300.00, 117002.00, 117383.00,9417731456.00, 80231,292,D,117733.00,117172.00
Zar,20230923, 118185.00, 118185.00, 117610.00, 117733.00,12563631216.00, 106713,276,D,118076.00,117810.00
Zar,20230920, 118340.00, 119356.00, 117500.00, 118076.00,13180339233.00, 111626,331,D,118926.00,118185.00
Zar,20230919, 119200.00, 119200.00, 118740.00, 118926.00,14426690397.00, 121308,277,D,119071.00,119065.00
Zar,20230918, 119990.00, 119990.00, 118994.00, 119071.00,25005649729.00, 210007,374,D,120289.00,118999.00
Zar,20230917, 121199.00, 121199.00, 120000.00, 120289.00,17580530267.00, 146153,284,D,120748.00,120101.00
Zar,20230913, 120988.00, 121000.00, 120500.00, 120748.00,12110028073.00, 100292,248,D,119906.00,121000.00
Zar,20230912, 120430.00, 120430.00, 119660.00, 119906.00,14602798967.00, 121785,338,D,120505.00,119759.00
Zar,20230911, 121190.00, 121190.00, 120200.00, 120505.00,10802990923.00, 89648,235,D,120434.00,120440.00
Zar,20230910, 121197.00, 121197.00, 119995.00, 120434.00,10733165056.00, 89121,237,D,120739.00,120411.00
Zar,20230909, 120295.00, 121430.00, 120295.00, 120739.00,22961095266.00, 190171,363,D,120104.00,120940.00
Zar,20230905, 120018.00, 120934.00, 119645.00, 120104.00,12514647306.00, 104198,252,D,121148.00,120219.00
Zar,20230904, 121450.00, 121462.00, 120251.00, 121148.00,43677811370.00, 360532,439,D,121177.00,120940.00
Zar,20230903, 120227.00, 121800.00, 120227.00, 121177.00,19073489937.00, 157402,483,D,118823.00,120910.00
Zar,20230902, 118900.00, 119477.00, 118255.00, 118823.00,30743174139.00, 258730,330,D,119170.00,119300.00
Zar,20230830, 119620.00, 119960.00, 118401.00, 119170.00,16447179404.00, 138015,373,D,119048.00,118500.00
Zar,20230829, 119358.00, 119370.00, 118982.00, 119048.00,13495060267.00, 113358,223,D,118982.00,118987.00
Zar,20230828, 118453.00, 119280.00, 118453.00, 118982.00,13853231968.00, 116431,252,D,118840.00,118895.00
Zar,20230827, 118101.00, 119150.00, 118101.00, 118840.00,30836821338.00, 259482,381,D,118298.00,118453.00
Zar,20230826, 119450.00, 119450.00, 118001.00, 118298.00,38816134144.00, 328121,475,D,118883.00,118399.00
Zar,20230823, 119300.00, 119300.00, 118512.00, 118883.00,58353545892.00, 490849,809,D,118900.00,118903.00
Zar,20230822, 118900.00, 119980.00, 118628.00, 118900.00,82101192880.00, 690507,838,D,118085.00,118899.00
Zar,20230821, 118840.00, 118840.00, 117590.00, 118085.00,18752068260.00, 158801,278,D,118712.00,118469.00
Zar,20230820, 118400.00, 121000.00, 118121.00, 118712.00,21815536920.00, 183768,468,D,118410.00,118739.00
Zar,20230819, 118999.00, 119499.00, 118171.00, 118410.00,32306052279.00, 272833,636,D,120374.00,118250.00
Zar,20230816, 121480.00, 121480.00, 119990.00, 120374.00,11527385679.00, 95763,347,D,120751.00,120042.00
Zar,20230815, 120788.00, 121300.00, 120210.00, 120751.00,26106185287.00, 216199,295,D,120892.00,120322.00
Zar,20230814, 121920.00, 121920.00, 120100.00, 120892.00,32079162867.00, 265353,553,D,121069.00,120788.00
Zar,20230813, 120200.00, 121850.00, 120200.00, 121069.00,30825581105.00, 254612,570,D,118916.00,120901.00
Zar,20230812, 120040.00, 120040.00, 117470.00, 118916.00,38520107407.00, 323926,704,D,123584.00,119793.00
Zar,20230809, 122950.00, 123790.00, 122800.00, 123584.00,19470531299.00, 157549,316,D,122596.00,123705.00
Zar,20230808, 122900.00, 122990.00, 122101.00, 122596.00,11729084229.00, 95673,195,D,123249.00,122925.00
Zar,20230807, 123020.00, 124000.00, 122952.00, 123249.00,18661697549.00, 151415,311,D,123284.00,123301.00
Zar,20230806, 124700.00, 124700.00, 122803.00, 123284.00,19934599286.00, 161697,336,D,123861.00,123338.00
Zar,20230805, 126980.00, 126980.00, 122980.00, 123861.00,52824644436.00, 426484,772,D,126018.00,123690.00
Zar,20230801, 124500.00, 127800.00, 123000.00, 126018.00,76095445915.00, 603845,924,D,120554.00,127700.00
Zar,20230731, 119450.00, 121800.00, 119450.00, 120554.00,31389833248.00, 260380,398,D,119233.00,121400.00
Zar,20230730, 121700.00, 121700.00, 117610.00, 119233.00,69299051442.00, 581208,931,D,120328.00,119100.00
Zar,20230729, 119939.00, 120900.00, 119800.00, 120328.00,27946215496.00, 232250,442,D,120614.00,120779.00
Zar,20230726, 120020.00, 122000.00, 120000.00, 120614.00,20813236114.00, 172560,462,D,118340.00,120750.00
Zar,20230725, 116840.00, 119620.00, 116840.00, 118340.00,27560131287.00, 232889,400,D,116330.00,118705.00
Zar,20230724, 115800.00, 118600.00, 115013.00, 116330.00,32440265212.00, 278863,461,D,115715.00,116835.00
Zar,20230723, 116800.00, 116800.00, 114831.00, 115715.00,34269166931.00, 296151,627,D,117396.00,115800.00
Zar,20230722, 118004.00, 118600.00, 116965.00, 117396.00,16900082566.00, 143958,478,D,118336.00,117149.00
Zar,20230719, 118440.00, 118800.00, 117900.00, 118336.00,11523579402.00, 97380,326,D,119284.00,118099.00
Zar,20230718, 118388.00, 120000.00, 118388.00, 119284.00,30397826480.00, 254835,399,D,118080.00,119158.00
Zar,20230717, 118799.00, 118799.00, 116601.00, 118080.00,20064704724.00, 169925,494,D,117718.00,118399.00
