<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Kahroba,20250819, 75250.00, 75349.00, 74849.00, 75169.00,1774282792490.00, 23604005,7455,D,74742.00,74890.00
Kahroba,20250818, 74650.00, 74967.00, 74600.00, 74742.00,1751087663728.00, 23428434,5672,D,74463.00,74865.00
Kahroba,20250817, 74965.00, 74965.00, 73999.00, 74463.00,1963678133705.00, 26371194,7537,D,74171.00,74303.00
Kahroba,20250816, 74288.00, 74600.00, 73800.00, 74171.00,1867966977104.00, 25184469,9015,D,75421.00,74045.00
Kahroba,20250813, 75398.00, 75977.00, 75000.00, 75421.00,2177930035559.00, 28876995,8388,D,74227.00,75392.00
Kahroba,20250812, 74149.00, 74576.00, 74014.00, 74227.00,1231053271511.00, 16585089,6822,D,74752.00,74031.00
Kahroba,20250811, 74660.00, 75099.00, 74450.00, 74752.00,1964625084864.00, 26281884,8131,D,73757.00,74470.00
Kahroba,20250810, 73700.00, 74249.00, 73420.00, 73757.00,3324577748314.00, 45074704,9960,D,74025.00,74248.00
Kahroba,20250809, 74050.00, 74560.00, 73440.00, 74025.00,2548522762190.00, 34427696,13133,D,75087.00,73781.00
Kahroba,20250806, 75090.00, 75310.00, 74820.00, 75087.00,1873371865396.00, 24949488,8571,D,75681.00,75100.00
Kahroba,20250805, 76540.00, 77119.00, 73800.00, 75681.00,6603867512404.00, 87258946,21496,D,75670.00,74895.00
Kahroba,20250804, 75000.00, 76290.00, 74600.00, 75670.00,4555420322757.00, 60200941,12736,D,75265.00,76269.00
Kahroba,20250803, 76030.00, 76150.00, 74550.00, 75265.00,7031050735160.00, 93417610,19482,D,73738.00,75030.00
Kahroba,20250802, 72651.00, 74277.00, 72651.00, 73738.00,5722186884365.00, 77601197,15713,D,71415.00,74277.00
Kahroba,20250730, 71303.00, 71600.00, 71175.00, 71415.00,2671022901915.00, 37401276,8571,D,71355.00,71310.00
Kahroba,20250729, 71552.00, 71696.00, 71139.00, 71355.00,2110760741164.00, 29581185,8679,D,71168.00,71175.00
Kahroba,20250728, 71100.00, 71320.00, 70600.00, 71168.00,2799417603483.00, 39335343,8594,D,69995.00,71250.00
Kahroba,20250727, 70050.00, 70130.00, 69700.00, 69995.00,1527035472743.00, 21816441,7925,D,70273.00,70036.00
Kahroba,20250726, 70700.00, 70750.00, 70002.00, 70273.00,1211304611171.00, 17237175,7589,D,71130.00,70127.00
Kahroba,20250723, 71500.00, 71500.00, 70890.00, 71130.00,2653653384761.00, 37307014,9436,D,71058.00,70952.00
Kahroba,20250722, 71425.00, 71488.00, 70820.00, 71058.00,2381747729951.00, 33518316,9443,D,70229.00,71037.00
Kahroba,20250721, 70110.00, 70699.00, 69999.00, 70229.00,1867331903009.00, 26589178,7375,D,69425.00,70207.00
Kahroba,20250720, 69813.00, 69827.00, 69000.00, 69425.00,1513960993788.00, 21807236,10844,D,70062.00,69099.00
Kahroba,20250719, 70500.00, 70531.00, 69840.00, 70062.00,1488571885139.00, 21246555,9043,D,70604.00,69978.00
Kahroba,20250716, 70249.00, 71350.00, 69912.00, 70604.00,1827897974968.00, 25889305,6404,D,70863.00,71028.00
Kahroba,20250715, 71600.00, 71849.00, 70000.00, 70863.00,1944563903877.00, 27441165,10028,D,71760.00,70249.00
Kahroba,20250714, 71400.00, 72649.00, 70511.00, 71760.00,3097564904826.00, 43165884,11400,D,69724.00,70835.00
Kahroba,20250713, 69050.00, 71326.00, 68650.00, 69724.00,3048404565558.00, 43720816,10733,D,68829.00,71105.00
Kahroba,20250712, 69477.00, 69555.00, 68345.00, 68829.00,2329976274132.00, 33851825,8651,D,69319.00,68601.00
Kahroba,20250709, 69498.00, 69890.00, 68888.00, 69319.00,1008682495317.00, 14551393,5986,D,68884.00,69400.00
Kahroba,20250708, 68015.00, 69700.00, 68015.00, 68884.00,1965939073514.00, 28539724,9147,D,69940.00,68680.00
Kahroba,20250707, 70500.00, 71170.00, 68965.00, 69940.00,2300652321723.00, 32894480,17321,D,71899.00,69096.00
Kahroba,20250702, 70200.00, 73300.00, 70135.00, 71899.00,2350459139543.00, 32690924,9121,D,74215.00,72349.00
Kahroba,20250701, 75510.00, 77000.00, 72020.00, 74215.00,3795993933749.00, 51148909,17354,D,73370.00,72460.00
Kahroba,20250630, 72500.00, 74050.00, 72500.00, 73370.00,3723508332867.00, 50750014,13572,D,68273.00,73501.00
Kahroba,20250629, 66120.00, 70008.00, 66120.00, 68273.00,3380882926279.00, 49519932,12001,D,65462.00,69660.00
Kahroba,20250628, 64999.00, 66100.00, 64213.00, 65462.00,3345481132207.00, 51106037,8400,D,64158.00,65401.00
Kahroba,20250625, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250624, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250623, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250622, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250621, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250618, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250616, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250615, 0.00, 0.00, 0.00, 64158.00,0.00, 0,0,D,64158.00,64302.00
Kahroba,20250611, 64100.00, 64449.00, 63895.00, 64158.00,721128748726.00, 11239922,6324,D,63408.00,64302.00
Kahroba,20250610, 63000.00, 63695.00, 63000.00, 63408.00,549079978973.00, 8659502,6010,D,64845.00,63445.00
Kahroba,20250609, 64371.00, 65348.00, 64371.00, 64845.00,1695896786192.00, 26152998,12288,D,64044.00,64746.00
Kahroba,20250608, 63830.00, 64370.00, 63500.00, 64044.00,713406963467.00, 11139277,7367,D,64090.00,64125.00
Kahroba,20250607, 64380.00, 64650.00, 63442.00, 64090.00,1472442058689.00, 22974605,9715,D,63986.00,63700.00
Kahroba,20250603, 63970.00, 64390.00, 63720.00, 63986.00,1191397576968.00, 18619561,7706,D,63218.00,63940.00
Kahroba,20250602, 62250.00, 63900.00, 62223.00, 63218.00,1047307810126.00, 16566667,9413,D,62447.00,63680.00
Kahroba,20250601, 62500.00, 62970.00, 62100.00, 62447.00,743640029542.00, 11908331,6272,D,62590.00,62788.00
Kahroba,20250531, 62999.00, 62999.00, 62360.00, 62590.00,916110117601.00, 14636741,5971,D,63024.00,62530.00
Kahroba,20250528, 62900.00, 63187.00, 62200.00, 63024.00,991294544839.00, 15728753,4595,D,62535.00,63100.00
Kahroba,20250527, 61500.00, 62790.00, 61500.00, 62535.00,1175244435697.00, 18793348,4936,D,62103.00,62701.00
Kahroba,20250526, 61800.00, 62350.00, 61800.00, 62103.00,828280806803.00, 13337168,7614,D,62999.00,62049.00
Kahroba,20250525, 62601.00, 63196.00, 62104.00, 62999.00,2065371590955.00, 32784104,6477,D,63332.00,63196.00
Kahroba,20250524, 63500.00, 63890.00, 63160.00, 63332.00,2011438557555.00, 31760172,9774,D,63996.00,63332.00
Kahroba,20250521, 65101.00, 65110.00, 63135.00, 63996.00,2063190611908.00, 32239217,11064,D,64065.00,63470.00
Kahroba,20250520, 63350.00, 66000.00, 63000.00, 64065.00,4983883071149.00, 77793567,17522,D,60940.00,64250.00
Kahroba,20250519, 61050.00, 61480.00, 60163.00, 60940.00,1288259868661.00, 21139882,6729,D,59928.00,60925.00
Kahroba,20250518, 60751.00, 60790.00, 58999.00, 59928.00,2758804159659.00, 46035194,12801,D,61481.00,60125.00
Kahroba,20250517, 62300.00, 62400.00, 60950.00, 61481.00,1803991038434.00, 29342374,12476,D,63196.00,61110.00
Kahroba,20250514, 63540.00, 63680.00, 62502.00, 63196.00,923182202015.00, 14608327,7957,D,63873.00,62980.00
Kahroba,20250513, 64001.00, 64300.00, 63554.00, 63873.00,1281284285538.00, 20059719,6719,D,63586.00,63650.00
Kahroba,20250512, 62800.00, 63900.00, 62700.00, 63586.00,2055094618854.00, 32319762,9073,D,65619.00,63703.00
Kahroba,20250511, 66973.00, 67462.00, 62000.00, 65619.00,4090986767314.00, 62344636,16297,D,65079.00,64000.00
Kahroba,20250510, 64200.00, 65600.00, 64100.00, 65079.00,2369491404078.00, 36409628,8762,D,63757.00,65144.00
Kahroba,20250507, 63110.00, 64550.00, 62620.00, 63757.00,2174640345129.00, 34108215,9220,D,63319.00,63349.00
Kahroba,20250506, 62990.00, 63740.00, 62630.00, 63319.00,2672834132609.00, 42212250,11014,D,65471.00,63430.00
Kahroba,20250505, 66156.00, 66690.00, 63617.00, 65471.00,2426668424109.00, 37064651,13875,D,66535.00,64280.00
Kahroba,20250504, 66600.00, 67400.00, 65970.00, 66535.00,5514211170718.00, 82876860,17241,D,65667.00,66643.00
Kahroba,20250503, 66800.00, 66885.00, 65100.00, 65667.00,4121342971240.00, 62761710,13728,D,61714.00,65792.00
Kahroba,20250430, 61300.00, 62039.00, 61300.00, 61714.00,1681861406300.00, 27252525,8404,D,60812.00,61680.00
Kahroba,20250429, 59800.00, 61243.00, 59700.00, 60812.00,2146540979259.00, 35297714,6485,D,60143.00,61224.00
Kahroba,20250428, 59500.00, 60700.00, 58800.00, 60143.00,3234372374307.00, 53777846,7059,D,60338.00,60375.00
Kahroba,20250427, 61500.00, 61500.00, 59650.00, 60338.00,3030001598597.00, 50217278,11555,D,57624.00,61110.00
Kahroba,20250426, 56000.00, 59000.00, 56000.00, 57624.00,3504422938233.00, 60815259,15389,D,56635.00,58256.00
Kahroba,20250423, 56000.00, 57647.00, 55751.00, 56635.00,1831325580770.00, 32335678,10615,D,57701.00,57151.00
Kahroba,20250422, 58809.00, 58809.00, 56684.00, 57701.00,2654535444192.00, 46004754,14403,D,59066.00,56890.00
Kahroba,20250421, 59294.00, 60604.00, 58303.00, 59066.00,2932321903073.00, 49645042,12736,D,56801.00,60322.00
Kahroba,20250420, 57224.00, 58696.00, 55180.00, 56801.00,5265839789719.00, 92707029,22688,D,61137.00,57671.00
Kahroba,20250419, 61800.00, 63040.00, 58842.00, 61137.00,5248124282460.00, 85842353,21833,D,63957.00,60500.00
Kahroba,20250416, 65000.00, 65312.00, 63305.00, 63957.00,4235529371602.00, 66224280,14370,D,65214.00,63803.00
Kahroba,20250415, 67774.00, 68224.00, 62528.00, 65214.00,5672791113587.00, 86987138,21058,D,63627.00,63335.00
Kahroba,20250414, 62335.00, 65000.00, 62330.00, 63627.00,4914342711760.00, 77236226,18833,D,62335.00,63787.00
Kahroba,20250413, 62318.00, 63500.00, 62318.00, 62335.00,3779735966485.00, 60635649,12426,D,69242.00,62318.00
Kahroba,20250412, 72010.00, 72010.00, 65662.00, 69242.00,8154214238961.00, 117763926,28010,D,72957.00,67933.00
Kahroba,20250409, 75150.00, 76000.00, 71220.00, 72957.00,4200111067206.00, 57569960,17205,D,73543.00,72198.00
Kahroba,20250408, 73259.00, 75000.00, 73259.00, 73543.00,8918815363949.00, 121273164,25601,D,81398.00,73261.00
Kahroba,20250407, 81970.00, 82401.00, 80030.00, 81398.00,4776247389265.00, 58677961,17198,D,79612.00,80750.00
Kahroba,20250406, 78150.00, 80799.00, 77777.00, 79612.00,4302736828612.00, 54046333,13298,D,78151.00,80302.00
Kahroba,20250405, 78998.00, 79588.00, 76900.00, 78151.00,6146350837595.00, 78646822,24170,D,82797.00,77667.00
Kahroba,20250330, 85497.00, 85497.00, 81745.00, 82797.00,4657366212067.00, 56250289,15686,D,85172.00,82599.00
Kahroba,20250329, 85000.00, 86300.00, 83500.00, 85172.00,4437254268114.00, 52097751,16256,D,80259.00,86161.00
Kahroba,20250326, 79739.00, 81342.00, 79000.00, 80259.00,3392506124954.00, 42269427,12935,D,77605.00,81297.00
Kahroba,20250325, 76500.00, 78890.00, 73417.00, 77605.00,3900599561301.00, 50262150,13727,D,78499.00,78496.00
Kahroba,20250318, 80067.00, 80067.00, 77001.00, 78499.00,5730884164998.00, 73005592,17623,D,73061.00,77073.00
Kahroba,20250317, 73000.00, 73740.00, 72014.00, 73061.00,3407448209823.00, 46638418,14482,D,69118.00,73430.00
Kahroba,20250316, 68128.00, 69820.00, 68100.00, 69118.00,3777610963111.00, 54654350,11177,D,67180.00,69490.00
Kahroba,20250315, 67400.00, 67400.00, 66401.00, 67180.00,2248929613127.00, 33476287,9257,D,67109.00,67248.00
Kahroba,20250312, 67259.00, 67410.00, 66820.00, 67109.00,2884575132593.00, 42983408,6737,D,67259.00,67200.00
Kahroba,20250311, 67500.00, 67880.00, 66350.00, 67259.00,2397754446667.00, 35649369,9055,D,67940.00,66871.00
Kahroba,20250310, 69200.00, 69200.00, 67400.00, 67940.00,4701021393320.00, 69194136,12500,D,68532.00,67780.00
Kahroba,20250309, 69000.00, 69150.00, 67157.00, 68532.00,4335263500261.00, 63259188,15584,D,66161.00,67600.00
Kahroba,20250308, 66400.00, 66938.00, 65660.00, 66161.00,3459217460378.00, 52284697,11412,D,63478.00,66355.00
Kahroba,20250305, 63500.00, 63750.00, 63250.00, 63478.00,1755834119368.00, 27660724,11656,D,64815.00,63309.00
Kahroba,20250304, 64640.00, 64970.00, 64590.00, 64815.00,2433200312151.00, 37540724,9587,D,63771.00,64811.00
Kahroba,20250303, 63120.00, 64128.00, 63025.00, 63771.00,3582255507344.00, 56173902,13890,D,65055.00,63752.00
Kahroba,20250302, 66000.00, 66450.00, 63000.00, 65055.00,3453049036029.00, 53079077,15310,D,65426.00,64550.00
Kahroba,20250301, 66209.00, 66784.00, 64348.00, 65426.00,4373395175494.00, 66844954,21125,D,68191.00,64995.00
Kahroba,20250226, 67700.00, 68970.00, 67700.00, 68191.00,4264408271727.00, 62536297,12909,D,66718.00,68189.00
Kahroba,20250225, 66659.00, 67489.00, 65789.00, 66718.00,3161113058936.00, 47380411,14415,D,68816.00,66995.00
Kahroba,20250224, 69400.00, 69800.00, 68140.00, 68816.00,4248461283240.00, 61736976,13875,D,68929.00,68990.00
Kahroba,20250223, 69558.00, 69770.00, 67669.00, 68929.00,4221164923965.00, 61239654,23788,D,72173.00,69249.00
Kahroba,20250222, 73500.00, 73777.00, 71000.00, 72173.00,5412593867494.00, 74994308,20983,D,69747.00,72049.00
Kahroba,20250219, 68920.00, 70600.00, 68915.00, 69747.00,3917251400045.00, 56164077,16102,D,66862.00,69720.00
Kahroba,20250218, 66000.00, 67208.00, 66000.00, 66862.00,2291042462592.00, 34265399,9843,D,65408.00,67138.00
Kahroba,20250217, 65010.00, 65637.00, 65010.00, 65408.00,1981060729666.00, 30287548,9190,D,64658.00,65398.00
Kahroba,20250216, 64648.00, 64999.00, 63690.00, 64658.00,2206727373921.00, 34129444,9453,D,64860.00,64865.00
Kahroba,20250215, 64400.00, 65609.00, 64300.00, 64860.00,4318909762652.00, 66588419,14693,D,63909.00,65350.00
Kahroba,20250211, 66646.00, 66646.00, 61560.00, 63909.00,7579998144973.00, 118606800,25857,D,64853.00,62372.00
Kahroba,20250209, 65145.00, 65145.00, 63470.00, 64853.00,8289066706868.00, 127812644,19040,D,59223.00,65144.00
Kahroba,20250205, 58420.00, 59820.00, 58400.00, 59223.00,2852983007019.00, 48173694,12594,D,57090.00,59095.00
Kahroba,20250204, 56940.00, 57200.00, 56940.00, 57090.00,1819677719135.00, 31873661,7315,D,56620.00,57130.00
Kahroba,20250203, 56770.00, 57200.00, 56151.00, 56620.00,2081542522512.00, 36763445,10186,D,56308.00,56579.00
Kahroba,20250202, 56000.00, 56750.00, 55878.00, 56308.00,1882199861896.00, 33426839,7787,D,55796.00,56736.00
Kahroba,20250201, 56100.00, 56100.00, 55661.00, 55796.00,2549273937478.00, 45689144,10230,D,54685.00,55970.00
Kahroba,20250129, 55100.00, 55197.00, 54081.00, 54685.00,2810142850153.00, 51387593,13057,D,55057.00,54504.00
Kahroba,20250127, 54999.00, 55495.00, 54600.00, 55057.00,1480615548024.00, 26892422,8064,D,55286.00,55495.00
Kahroba,20250126, 55333.00, 55594.00, 54950.00, 55286.00,2125264979579.00, 38441050,8479,D,55018.00,55430.00
Kahroba,20250125, 55181.00, 55600.00, 54390.00, 55018.00,2979984084384.00, 54163540,13645,D,54278.00,54930.00
Kahroba,20250122, 54119.00, 54650.00, 53600.00, 54278.00,2638184204959.00, 48605315,10206,D,52873.00,54472.00
Kahroba,20250121, 52530.00, 53180.00, 52530.00, 52873.00,1913080254000.00, 36182542,7703,D,52017.00,53167.00
Kahroba,20250120, 52100.00, 52190.00, 51801.00, 52017.00,1537236876465.00, 29552597,6949,D,51806.00,51970.00
Kahroba,20250119, 52105.00, 52165.00, 51521.00, 51806.00,1839476506213.00, 35507239,6072,D,51504.00,51650.00
Kahroba,20250118, 51280.00, 51850.00, 51270.00, 51504.00,1012141475574.00, 19651671,5904,D,51693.00,51739.00
Kahroba,20250115, 51985.00, 51985.00, 51450.00, 51693.00,1017324995030.00, 19679982,6458,D,52245.00,51948.00
Kahroba,20250113, 52200.00, 52350.00, 52100.00, 52245.00,922111432968.00, 17649657,5159,D,51834.00,52227.00
Kahroba,20250112, 52100.00, 52188.00, 51300.00, 51834.00,1255938795458.00, 24230202,6812,D,52148.00,51814.00
Kahroba,20250111, 52200.00, 52297.00, 51777.00, 52148.00,1303382417346.00, 24993865,7692,D,50785.00,52198.00
Kahroba,20250108, 50000.00, 51015.00, 49700.00, 50785.00,2871373393124.00, 56540162,8062,D,49775.00,50918.00
Kahroba,20250107, 49500.00, 50085.00, 49402.00, 49775.00,1422816938994.00, 28585099,6039,D,49020.00,49950.00
Kahroba,20250106, 49175.00, 49235.00, 48812.00, 49020.00,1080412166560.00, 22040414,6825,D,49384.00,49105.00
Kahroba,20250105, 49502.00, 49700.00, 49241.00, 49384.00,1531185000091.00, 31005869,5932,D,49483.00,49500.00
Kahroba,20250104, 49380.00, 49851.00, 49110.00, 49483.00,2175460175103.00, 43964005,10890,D,50167.00,49500.00
Kahroba,20250101, 50102.00, 50266.00, 50010.00, 50167.00,1754006736996.00, 34963577,5778,D,50150.00,50230.00
Kahroba,20241231, 50300.00, 50350.00, 49610.00, 50150.00,2216010478777.00, 44187860,7982,D,49422.00,50102.00
Kahroba,20241230, 48750.00, 50260.00, 48000.00, 49422.00,2306650241396.00, 46672290,10912,D,49713.00,50250.00
Kahroba,20241229, 51106.00, 51170.00, 49000.00, 49713.00,2811714950384.00, 56558889,15728,D,50758.00,49155.00
Kahroba,20241228, 50600.00, 51030.00, 50250.00, 50758.00,3870224529731.00, 76248422,12464,D,49306.00,51000.00
Kahroba,20241225, 49086.00, 49558.00, 48766.00, 49306.00,2315381988293.00, 46959107,8749,D,49754.00,49500.00
Kahroba,20241224, 50001.00, 50090.00, 49510.00, 49754.00,2032483821208.00, 40850921,9116,D,49434.00,49710.00
Kahroba,20241223, 49500.00, 49750.00, 49030.00, 49434.00,2153663198627.00, 43566741,10576,D,47885.00,49525.00
Kahroba,20241222, 47460.00, 48500.00, 46955.00, 47885.00,2792813423423.00, 58323236,10594,D,48455.00,48300.00
Kahroba,20241221, 49277.00, 49277.00, 48099.00, 48455.00,2715355694599.00, 56038140,16949,D,49909.00,48175.00
Kahroba,20241218, 50200.00, 50340.00, 49628.00, 49909.00,1843062447365.00, 36928454,10933,D,50523.00,49820.00
Kahroba,20241217, 51041.00, 51277.00, 49638.00, 50523.00,3304946519224.00, 65414283,12749,D,50030.00,50102.00
Kahroba,20241216, 49859.00, 50449.00, 49800.00, 50030.00,5063016782231.00, 101200120,11670,D,49763.00,50430.00
Kahroba,20241215, 50920.00, 50920.00, 49300.00, 49763.00,2311679259074.00, 46453328,10812,D,49896.00,49450.00
Kahroba,20241214, 49750.00, 50336.00, 49650.00, 49896.00,2806032499488.00, 56237859,9994,D,49087.00,50183.00
Kahroba,20241211, 48510.00, 49280.00, 48510.00, 49087.00,3557648454746.00, 72475881,7706,D,47679.00,49249.00
Kahroba,20241210, 47401.00, 47850.00, 47401.00, 47679.00,3114328076249.00, 65318711,7065,D,46895.00,47740.00
Kahroba,20241209, 46750.00, 47149.00, 46730.00, 46895.00,1320817988705.00, 28165506,7387,D,46656.00,47125.00
Kahroba,20241208, 46665.00, 46765.00, 46501.00, 46656.00,922321168374.00, 19768398,4944,D,46116.00,46630.00
Kahroba,20241207, 46088.00, 46288.00, 46000.00, 46116.00,1854442233700.00, 40212608,6829,D,46401.00,46267.00
Kahroba,20241204, 46488.00, 46488.00, 46300.00, 46401.00,1415154919189.00, 30498090,6940,D,46243.00,46450.00
Kahroba,20241203, 46300.00, 46500.00, 46076.00, 46243.00,1684816286901.00, 36434225,7736,D,45958.00,46174.00
Kahroba,20241202, 45900.00, 46080.00, 45800.00, 45958.00,1061828745246.00, 23104408,6009,D,45623.00,45989.00
Kahroba,20241201, 45830.00, 45899.00, 45412.00, 45623.00,1946653719928.00, 42668053,4818,D,46050.00,45671.00
Kahroba,20241130, 46000.00, 46250.00, 45850.00, 46050.00,1732895828758.00, 37631123,7221,D,44953.00,46182.00
Kahroba,20241127, 45052.00, 45120.00, 44760.00, 44953.00,913714811398.00, 20326179,5109,D,44712.00,44770.00
Kahroba,20241126, 44588.00, 45000.00, 44180.00, 44712.00,1595423724618.00, 35681951,6358,D,44683.00,44703.00
Kahroba,20241125, 44350.00, 45258.00, 44180.00, 44683.00,2252220825683.00, 50403879,8902,D,45628.00,45240.00
Kahroba,20241124, 46532.00, 46532.00, 45003.00, 45628.00,2728273059730.00, 59794408,12882,D,46466.00,45220.00
Kahroba,20241123, 46300.00, 46828.00, 46300.00, 46466.00,2056999809200.00, 44268462,8700,D,45352.00,46570.00
Kahroba,20241120, 45430.00, 45845.00, 44827.00, 45352.00,1980648014267.00, 43672931,8333,D,44376.00,44827.00
Kahroba,20241119, 44000.00, 44997.00, 43900.00, 44376.00,1752282049358.00, 39486936,6193,D,43451.00,44997.00
Kahroba,20241118, 43560.00, 43699.00, 43346.00, 43451.00,1275471594509.00, 29354501,4851,D,43320.00,43683.00
Kahroba,20241117, 43360.00, 43530.00, 43200.00, 43320.00,467930037459.00, 10801794,3146,D,43272.00,43345.00
Kahroba,20241116, 43550.00, 43550.00, 43100.00, 43272.00,961145079822.00, 22211644,6884,D,43803.00,43200.00
Kahroba,20241113, 43939.00, 43980.00, 43600.00, 43803.00,1339034192314.00, 30569156,5879,D,42882.00,43830.00
Kahroba,20241112, 42128.00, 43270.00, 42128.00, 42882.00,1742549107482.00, 40636330,7321,D,42363.00,43052.00
Kahroba,20241111, 42400.00, 42798.00, 42002.00, 42363.00,1972433240331.00, 46560026,10687,D,43994.00,42138.00
Kahroba,20241110, 44840.00, 44840.00, 43301.00, 43994.00,2217309091398.00, 50400719,10285,D,45265.00,43500.00
Kahroba,20241109, 45499.00, 45499.00, 45030.00, 45265.00,1283001499003.00, 28344305,8897,D,46408.00,45056.00
Kahroba,20241106, 46554.00, 46600.00, 45932.00, 46408.00,2410368028909.00, 51938105,7605,D,45165.00,46493.00
Kahroba,20241105, 44999.00, 45500.00, 44948.00, 45165.00,1394638096792.00, 30878962,5618,D,45707.00,45498.00
Kahroba,20241104, 46025.00, 46170.00, 45318.00, 45707.00,1558944755033.00, 34107328,9434,D,47032.00,45550.00
Kahroba,20241103, 47431.00, 47470.00, 46812.00, 47032.00,2539843177653.00, 54002780,8338,D,45998.00,47080.00
Kahroba,20241102, 45300.00, 46310.00, 45110.00, 45998.00,2325327973501.00, 50552732,8425,D,46394.00,46234.00
Kahroba,20241030, 46701.00, 47180.00, 45910.00, 46394.00,2261767054124.00, 48751666,11106,D,46289.00,46186.00
Kahroba,20241029, 46131.00, 46586.00, 45740.00, 46289.00,3304042923290.00, 71378466,10618,D,44662.00,46000.00
Kahroba,20241028, 44120.00, 44840.00, 44101.00, 44662.00,2845654481978.00, 63715626,9148,D,43375.00,44805.00
Kahroba,20241027, 43100.00, 43680.00, 43021.00, 43375.00,2377733017037.00, 54817811,16886,D,42561.00,43398.00
Kahroba,20241026, 42700.00, 43470.00, 41915.00, 42561.00,3716978790991.00, 87333037,16011,D,46090.00,42060.00
Kahroba,20241023, 46000.00, 46740.00, 45831.00, 46090.00,2520175563096.00, 54679915,9528,D,45058.00,46617.00
Kahroba,20241022, 45087.00, 45398.00, 44460.00, 45058.00,3033307287796.00, 67319915,7946,D,44746.00,45125.00
Kahroba,20241021, 44831.00, 45130.00, 44401.00, 44746.00,2606754799712.00, 58256199,9216,D,44831.00,44599.00
Kahroba,20241020, 44900.00, 45149.00, 44200.00, 44831.00,2793174246028.00, 62305088,11308,D,44014.00,44450.00
Kahroba,20241019, 44190.00, 44190.00, 43851.00, 44014.00,2310072733613.00, 52484721,9637,D,42972.00,44049.00
Kahroba,20241016, 43050.00, 43290.00, 42800.00, 42972.00,1334665580859.00, 31058870,5935,D,42391.00,42869.00
Kahroba,20241015, 42447.00, 42496.00, 42300.00, 42391.00,1021196998054.00, 24089880,3966,D,42572.00,42401.00
Kahroba,20241014, 42560.00, 42800.00, 42397.00, 42572.00,1904751833074.00, 44742254,6110,D,41789.00,42530.00
Kahroba,20241013, 41761.00, 41950.00, 41550.00, 41789.00,966392822776.00, 23125523,3922,D,41434.00,41799.00
Kahroba,20241012, 41600.00, 41650.00, 41155.00, 41434.00,1201436600691.00, 28996693,5489,D,41418.00,41320.00
Kahroba,20241009, 41602.00, 41700.00, 41100.00, 41418.00,718928338814.00, 17357662,3812,D,41449.00,41380.00
Kahroba,20241008, 41400.00, 41800.00, 41172.00, 41449.00,1742208477725.00, 42033045,5066,D,42070.00,41699.00
Kahroba,20241007, 42350.00, 42586.00, 41790.00, 42070.00,1613299271257.00, 38347688,6442,D,42826.00,42121.00
Kahroba,20241006, 42200.00, 43000.00, 42180.00, 42826.00,1580381077797.00, 36902269,6533,D,41226.00,42989.00
Kahroba,20241005, 40800.00, 41998.00, 40700.00, 41226.00,2135721150284.00, 51805035,6692,D,41122.00,41831.00
Kahroba,20241002, 41000.00, 41467.00, 40861.00, 41122.00,1221495123862.00, 29704023,5947,D,40561.00,41339.00
Kahroba,20241001, 40600.00, 40788.00, 40460.00, 40561.00,819827968761.00, 20211994,4967,D,39989.00,40614.00
Kahroba,20240930, 39900.00, 40320.00, 39846.00, 39989.00,969854129306.00, 24253177,4891,D,39929.00,40000.00
Kahroba,20240929, 40300.00, 40300.00, 39800.00, 39929.00,914031398889.00, 22891332,5388,D,40834.00,39900.00
Kahroba,20240928, 42000.00, 42000.00, 40453.00, 40834.00,1675739207069.00, 41037364,8956,D,39186.00,40840.00
Kahroba,20240925, 39250.00, 39300.00, 39000.00, 39186.00,1731959093164.00, 44198775,5044,D,39270.00,39185.00
Kahroba,20240924, 38880.00, 39440.00, 38880.00, 39270.00,2118475080443.00, 53946169,5896,D,38520.00,39308.00
Kahroba,20240923, 38490.00, 38720.00, 38251.00, 38520.00,1012888455827.00, 26295077,4658,D,38157.00,38594.00
Kahroba,20240922, 38200.00, 38346.00, 37951.00, 38157.00,907592454400.00, 23785556,4379,D,37600.00,38302.00
Kahroba,20240918, 37531.00, 37677.00, 37531.00, 37600.00,642563424589.00, 17089449,2932,D,37363.00,37618.00
Kahroba,20240917, 37222.00, 37444.00, 37222.00, 37363.00,1155704602264.00, 30931661,2947,D,37115.00,37350.00
Kahroba,20240916, 37120.00, 37226.00, 36980.00, 37115.00,1278279197985.00, 34441428,3125,D,37019.00,37210.00
Kahroba,20240915, 37249.00, 37249.00, 36901.00, 37019.00,680860866909.00, 18391997,4081,D,37277.00,36994.00
Kahroba,20240914, 37300.00, 37335.00, 37101.00, 37277.00,1493316833619.00, 40060509,4584,D,36778.00,37293.00
